evaluations raw_y current_y raw_y_best current_y_best violation penalty n_evals x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14
208 0.1433762449 112.7433762449 0.3318004442 0.3318004442 0.3127777778 112.6000000000 49.0000000000 0.760593 0.114946 0.324666 0.614632 0.515804 0.088983 0.720976 0.922982 0.883913 0.588993 0.787563 0.707370 0.931995 0.740982 0.982914
209 18000.0000000000 18000.5000000000 0.3318004442 0.3318004442 90.0013888889 0.5000000000 49.0000000000 0.981508 0.203094 0.278396 0.393078 0.672962 0.766832 0.900938 0.870334 0.770765 0.934168 0.843103 0.711452 0.956715 0.443175 0.678727
210 2828.4271247462 2853.4271247462 0.3318004442 0.3318004442 14.2115800682 25.0000000000 49.0000000000 0.888430 0.316456 0.749915 0.241905 0.970722 0.442941 0.738118 0.977734 0.966837 0.378338 0.729503 0.981292 0.998693 0.246908 0.464956
211 0.2041859557 54.3041859557 0.3318004442 0.3318004442 0.1502777778 54.1000000000 50.0000000000 0.797279 0.036021 0.525737 0.159205 0.228838 0.391646 0.995907 0.877260 0.856354 0.609280 0.959036 0.842989 0.917397 0.360059 0.908331
212 17649.2422502471 17735.4422502471 0.3318004442 0.3318004442 88.4856556957 86.2000000000 50.0000000000 0.999688 0.094185 0.620506 0.193122 0.744816 0.428425 0.556290 0.875126 0.697114 0.958400 0.821960 0.954212 0.418623 0.236569 0.909374
213 23200.0000000000 23200.0000000000 0.3318004442 0.3318004442 116.0000000000 0.0000000000 50.0000000000 0.601971 0.341007 0.817738 0.643954 0.573828 0.608705 0.950548 0.612783 0.999082 0.801172 0.731132 0.607873 0.990126 0.163394 0.998451
214 0.0466337051 163.0466337051 0.3318004442 0.3318004442 0.4527777778 163.0000000000 51.0000000000 0.651624 0.070191 0.662267 0.364365 0.542862 0.426672 0.551987 0.994495 0.973669 0.980780 0.948228 0.970721 0.987652 0.709043 0.734228
215 4800.0000000000 4932.3000000000 0.3318004442 0.3318004442 24.3675000000 132.3000000000 51.0000000000 0.655139 0.084149 0.583653 0.787335 0.974764 0.359015 0.327151 0.935620 0.997418 0.955104 0.711365 0.763327 0.999069 0.370754 0.830178
216 3687.8177829172 3753.0177829172 0.3318004442 0.3318004442 18.6202000257 65.2000000000 51.0000000000 0.604676 0.167993 0.168141 0.222812 0.707368 0.085530 0.656797 0.867822 0.963483 0.914647 0.996614 0.885013 0.991159 0.403654 0.999055
217 0.0851947929 143.7851947929 0.3318004442 0.3318004442 0.3991666667 143.7000000000 52.0000000000 0.905139 0.144501 0.670139 0.265205 0.491843 0.349192 0.885799 0.792115 0.996513 0.770852 0.915485 0.586568 0.950141 0.750548 0.869798
218 2.6843487725 2.6843487725 0.3318004442 0.3318004442 0.0000000000 0.0000000000 53.0000000000 0.999633 0.336548 0.509620 0.628936 0.355239 0.470178 0.585697 0.998451 0.927053 0.189524 0.993503 0.852978 0.784443 0.370996 0.500357
219 18000.0000000000 18002.9000000000 0.3318004442 0.3318004442 90.0080555556 2.9000000000 53.0000000000 0.905877 0.007475 0.385746 0.323683 0.856535 0.390588 0.562916 0.999012 0.585730 0.454706 0.975665 0.799791 0.770885 0.286085 0.997361
220 11200.0000000000 11200.0000000000 0.3318004442 0.3318004442 56.0000000000 0.0000000000 53.0000000000 0.715588 0.425474 0.269274 0.517183 0.344950 0.178997 0.800847 0.629876 0.950644 0.411729 0.985381 0.752203 0.985290 0.399196 0.999934
221 0.2000330250 94.9000330250 0.3318004442 0.3318004442 0.2630555556 94.7000000000 54.0000000000 0.673406 0.155488 0.728950 0.252209 0.713227 0.337391 0.488642 0.946395 0.988632 0.543877 0.961136 0.586049 0.999859 0.674968 0.907170
222 14400.0000000000 14432.2000000000 0.3318004442 0.3318004442 72.0894444444 32.2000000000 54.0000000000 0.662602 0.221531 0.544483 0.603533 0.727379 0.497671 0.900230 0.606223 0.990283 0.962682 0.483779 0.882001 0.993066 0.673583 0.717994
223 11661.9037896906 11702.3037896906 0.3318004442 0.3318004442 58.4217411707 40.4000000000 54.0000000000 0.815298 0.072831 0.401935 0.184911 0.669942 0.096112 0.724500 0.822948 0.746530 0.999925 0.853958 0.999275 0.639397 0.221704 0.971425
224 6657.3267908373 6657.3267908373 0.3318004442 0.3318004442 33.2866339542 0.0000000000 54.0000000000 0.950008 0.131315 0.599420 0.293380 0.453204 0.235617 0.719579 0.795423 0.957423 0.253194 0.966165 0.703795 0.850807 0.754690 0.820584
225 79721.6738038224 79721.6738038224 0.3318004442 0.3318004442 398.6083690191 0.0000000000 54.0000000000 0.944830 0.245135 0.199154 0.037839 0.664587 0.417565 0.965090 0.773818 0.999055 0.305136 0.914194 0.937715 0.953156 0.000091 0.918017
226 0.2921117560 47.7921117560 0.3318004442 0.3318004442 0.1319444444 47.5000000000 55.0000000000 0.663771 0.213137 0.579444 0.317298 0.128517 0.452492 0.876081 0.997825 0.955775 0.678474 0.999936 0.698845 0.978384 0.934469 0.925310
227 0.1685320676 117.0685320676 0.3318004442 0.3318004442 0.3247222222 116.9000000000 56.0000000000 0.955708 0.183942 0.810579 0.562347 0.533280 0.283569 0.677915 0.908660 0.901989 0.783349 0.981950 0.980350 0.975586 0.759639 0.968868
228 1628539.2464166980 1628587.3464166981 0.3318004442 0.3318004442 8142.8298431946 48.1000000000 56.0000000000 0.411723 0.387626 0.073204 0.699195 0.011467 0.476601 0.816713 0.806989 0.998977 0.498017 0.985964 0.503232 0.997325 0.373028 0.994380
229 10000.0000000000 10058.9000000000 0.3318004442 0.3318004442 50.1636111111 58.9000000000 56.0000000000 0.656151 0.863742 0.506853 0.872835 0.500160 0.319789 0.653453 0.877758 0.337856 0.796433 0.996585 0.937466 0.798560 0.816295 0.950907
230 138569.3068287272 138569.3068287272 0.3318004442 0.3318004442 692.8465341436 0.0000000000 56.0000000000 0.901051 0.024222 0.496449 0.511329 0.383435 0.246700 0.515959 0.343451 0.869031 0.000898 0.922495 0.770261 0.960479 0.529389 0.417694
231 6000.0000000000 6000.0000000000 0.3318004442 0.3318004442 30.0000000000 0.0000000000 56.0000000000 0.981400 0.287224 0.548900 0.062843 0.011794 0.614683 0.574095 0.970430 0.999486 0.389487 0.957952 0.632184 0.997953 0.484407 0.595152
232 1.0181269567 25.0181269567 0.3318004442 0.3318004442 0.0666666667 24.0000000000 57.0000000000 0.794213 0.679285 0.472757 0.797356 0.069872 0.256565 0.621797 0.816253 0.733974 0.349998 0.880996 0.985040 0.946982 0.883052 0.837058
233 400.0000000000 433.6000000000 0.3318004442 0.3318004442 2.0933333333 33.6000000000 57.0000000000 0.992182 0.398032 0.607594 0.501929 0.433107 0.305051 0.795521 0.869516 0.888154 0.487204 0.955719 0.811527 0.999930 0.539338 0.758724
234 16792.5638279317 16842.8638279317 0.3318004442 0.3318004442 84.1025413619 50.3000000000 57.0000000000 0.998343 0.000233 0.687866 0.380638 0.753277 0.639663 0.711150 0.417167 0.966554 0.162677 0.495254 0.670767 0.754005 0.794267 0.865516
235 7600.0000000000 7600.0000000000 0.3318004442 0.3318004442 38.0000000000 0.0000000000 57.0000000000 0.479508 0.112860 0.486933 0.356095 0.492172 0.190211 0.566283 0.810054 0.809862 0.126388 0.995509 0.686094 0.683028 0.677737 0.993156
236 3228.4271247462 3295.9271247462 0.3318004442 0.3318004442 16.3296356237 67.5000000000 57.0000000000 0.863342 0.474223 0.573812 0.317365 0.709501 0.274493 0.719170 0.989134 0.891395 0.464282 0.499835 0.951758 0.769940 0.471904 0.805285
237 30731.3708498985 30731.3708498985 0.3318004442 0.3318004442 153.6568542495 0.0000000000 57.0000000000 0.980477 0.246456 0.341290 0.037476 0.540367 0.645208 0.843301 0.454668 0.757544 0.355685 0.893594 0.986345 0.549618 0.476792 0.567564
238 21041.9939699004 21041.9939699004 0.3318004442 0.3318004442 105.2099698495 0.0000000000 57.0000000000 0.949226 0.055220 0.608147 0.165354 0.377405 0.224183 0.998898 0.600559 0.997805 0.168357 0.827625 0.900575 0.685832 0.524185 0.842395
239 10400.0000000000 10409.4000000000 0.3318004442 0.3318004442 52.0261111111 9.4000000000 57.0000000000 0.747818 0.094474 0.429040 0.230499 0.000060 0.654706 0.527372 0.991248 0.969615 0.397648 0.824511 0.985335 0.548915 0.745906 0.786603
240 13200.0000000000 13226.8000000000 0.3318004442 0.3318004442 66.0744444444 26.8000000000 57.0000000000 0.998754 0.026219 0.521353 0.967313 0.148541 0.580269 0.440940 0.996406 0.593906 0.405787 0.735968 0.951761 0.975738 0.892806 0.996570
241 10449.8061986388 10504.2061986388 0.3318004442 0.3318004442 52.4001421043 54.4000000000 57.0000000000 0.701306 0.476205 0.504439 0.246958 0.216830 0.424964 0.112218 0.726289 0.824162 0.902195 0.643503 0.959821 0.754745 0.457650 0.956793
242 30098.4845004941 30194.8845004941 0.3318004442 0.3318004442 150.7602002802 96.4000000000 57.0000000000 0.506072 0.786924 0.609470 0.648188 0.008493 0.731485 0.432503 0.959520 0.953829 0.440380 0.388249 0.890808 0.889654 0.863736 0.948833
243 5905.9292240934 5905.9292240934 0.3318004442 0.3318004442 29.5296461205 0.0000000000 57.0000000000 0.817790 0.555072 0.289226 0.562707 0.282697 0.074050 0.771224 0.934698 0.948516 0.341856 0.958988 0.828337 0.638273 0.525231 0.850070
244 66950.7480200383 66951.9480200383 0.3318004442 0.3318004442 334.7570734335 1.2000000000 57.0000000000 0.536407 0.514481 0.970555 0.117557 0.283835 0.277919 0.251533 0.981691 0.364818 0.928470 0.857226 0.835575 0.658518 0.272094 0.846983
245 29200.0000000000 29200.0000000000 0.3318004442 0.3318004442 146.0000000000 0.0000000000 57.0000000000 0.999825 0.870671 0.392235 0.455028 0.313873 0.416347 0.528590 0.883657 0.421906 0.297690 0.933646 0.284644 0.489588 0.115041 0.828267
246 14160.7017003966 14199.6017003966 0.3318004442 0.3318004442 70.9115640575 38.9000000000 57.0000000000 0.958652 0.836762 0.522025 0.338343 0.253328 0.452605 0.477106 0.646450 0.808250 0.725306 0.999670 0.479954 0.961201 0.546007 0.954300
247 3773.5924528226 3773.5924528226 0.3318004442 0.3318004442 18.8679622641 0.0000000000 57.0000000000 0.975695 0.381001 0.429981 0.655539 0.061439 0.171422 0.954643 0.912459 0.765124 0.146143 0.847272 0.880086 0.910197 0.424255 0.822216
248 1.2410632237 1.2410632237 0.3318004442 0.3318004442 0.0000000000 0.0000000000 58.0000000000 0.954356 0.998384 0.481850 0.588661 0.066947 0.482396 0.959631 0.895584 0.991471 0.262323 0.943727 0.991089 0.999520 0.838693 0.802525
249 0.1353044164 55.6353044164 0.3318004442 0.3318004442 0.1541666667 55.5000000000 59.0000000000 0.895885 0.863807 0.494252 0.496011 0.009923 0.392926 0.809800 0.078382 0.978141 0.690051 0.880708 0.952553 0.942782 0.582072 0.994487
250 14894967.0352375247 14894967.0352375247 0.3318004442 0.3318004442 74474.8351761876 0.0000000000 59.0000000000 0.891689 0.620096 0.525091 0.471432 0.026686 0.325704 0.369732 0.914915 0.964595 0.016789 0.999426 0.865880 0.713630 0.611350 0.957930
251 13600.0000000000 13608.0000000000 0.3318004442 0.3318004442 68.0222222222 8.0000000000 59.0000000000 0.946627 0.937546 0.577318 0.485673 0.364192 0.346344 0.939801 0.493102 0.949473 0.597028 0.578725 0.955669 0.976489 0.511266 0.850337
252 0.1940126073 131.2940126073 0.3318004442 0.3318004442 0.3641666667 131.1000000000 60.0000000000 0.949828 0.147448 0.122987 0.730196 0.071660 0.290317 0.744819 0.854880 0.978869 0.646702 0.612697 0.681901 0.984462 0.857542 0.999872
253 7200.0000000000 7226.4000000000 0.3318004442 0.3318004442 36.0733333333 26.4000000000 60.0000000000 0.894655 0.818884 0.632388 0.587141 0.271004 0.963479 0.767086 0.748679 0.720338 0.752901 0.634211 0.878985 0.946285 0.943611 0.806870
254 455716.0188638936 455716.0188638936 0.3318004442 0.3318004442 2278.5800943195 0.0000000000 60.0000000000 0.700430 0.123615 0.139661 0.219680 0.520565 0.109147 0.995932 0.556784 0.683098 0.001274 0.830440 0.966587 0.679758 0.346595 0.989232
255 11200.0000000000 11258.0000000000 0.3318004442 0.3318004442 56.1611111111 58.0000000000 60.0000000000 0.976833 0.222251 0.166393 0.916654 0.002606 0.170187 0.897682 0.473278 0.994951 0.657838 0.917653 0.543674 0.832479 0.956473 0.998976
256 32400.0000000000 32444.2000000000 0.3318004442 0.3318004442 162.1227777778 44.2000000000 60.0000000000 0.952778 0.477359 0.468865 0.661842 0.038103 0.281657 0.718921 0.385292 0.975025 0.602675 0.676300 0.977489 0.626333 0.466062 0.973904
257 15057.2241797750 15057.2241797750 0.3318004442 0.3318004442 75.2861208989 0.0000000000 60.0000000000 0.999920 0.348046 0.747364 0.336131 0.285586 0.002118 0.845400 0.318987 0.977496 0.380124 0.969243 0.711749 0.984038 0.816174 0.975552
258 6154.0659228538 6187.2659228538 0.3318004442 0.3318004442 30.8625518365 33.2000000000 60.0000000000 0.696903 0.919127 0.003482 0.730022 0.024218 0.293269 0.688899 0.292491 0.990632 0.439506 0.784991 0.974996 0.727253 0.670121 0.521538
259 22869.4342089843 22869.4342089843 0.3318004442 0.3318004442 114.3471710449 0.0000000000 60.0000000000 0.999987 0.963322 0.391202 0.218249 0.017943 0.229974 0.578722 0.615288 0.989651 0.051827 0.998842 0.994498 0.822528 0.678171 0.899197
260 23600.0000000000 23600.0000000000 0.3318004442 0.3318004442 118.0000000000 0.0000000000 60.0000000000 0.727997 0.265041 0.287123 0.991020 0.172547 0.246329 0.997105 0.456361 0.498914 0.368678 0.989406 0.784675 0.670054 0.656489 0.927364
261 10835.2029962540 10857.4029962540 0.3318004442 0.3318004442 54.2376816479 22.2000000000 60.0000000000 0.865514 0.451078 0.892883 0.932031 0.193787 0.462874 0.989481 0.955267 0.728562 0.793179 0.482799 0.747206 0.999783 0.636039 0.858370
262 24685409.7974434346 24685409.7974434346 0.3318004442 0.3318004442 123427.0489872172 0.0000000000 60.0000000000 0.983349 0.729437 0.858765 0.669133 0.106178 0.146698 0.979189 0.332908 0.925970 0.022657 0.838621 0.946016 0.588855 0.880714 0.995363
263 33729.8221281347 33729.8221281347 0.3318004442 0.3318004442 168.6491106407 0.0000000000 60.0000000000 0.781704 0.452319 0.452888 0.480243 0.007273 0.447234 0.979900 0.682309 0.999675 0.219966 0.999535 0.771277 0.991708 0.983695 0.826879
264 3200.0000000000 3210.6000000000 0.3318004442 0.3318004442 16.0294444444 10.6000000000 60.0000000000 0.998797 0.878604 0.447274 0.832672 0.062538 0.620634 0.554931 0.842167 0.550716 0.481365 0.205562 0.674425 0.981344 0.566029 0.509296
265 14371.3553108736 14373.9553108736 0.3318004442 0.3318004442 71.8639987766 2.6000000000 60.0000000000 0.922693 0.155417 0.428344 0.966309 0.088849 0.359565 0.182027 0.327179 0.938341 0.890975 0.981814 0.997176 0.848547 0.370868 0.619599
266 100072.1359549996 100072.1359549996 0.3318004442 0.3318004442 500.3606797750 0.0000000000 60.0000000000 0.998644 0.125609 0.467505 0.850150 0.005036 0.306946 0.748851 0.472474 0.979196 0.550906 0.992809 0.659718 0.911639 0.986561 0.547906
267 1600.0000000000 1703.1000000000 0.3318004442 0.3318004442 8.2863888889 103.1000000000 60.0000000000 0.859985 0.874270 0.000826 0.783956 0.172501 0.486222 0.858466 0.027506 0.675671 0.576628 0.443874 0.603504 0.996865 0.809452 0.918998
268 1200.0000000000 1200.0000000000 0.3318004442 0.3318004442 6.0000000000 0.0000000000 60.0000000000 0.897291 0.966749 0.000021 0.147344 0.114265 0.314875 0.278439 0.148955 0.704247 0.512918 0.761265 0.999082 0.997660 0.681827 0.605984
269 2400.0000000000 2438.6000000000 0.3318004442 0.3318004442 12.1072222222 38.6000000000 60.0000000000 0.962554 0.571341 0.444633 0.975287 0.323162 0.135520 0.631413 0.435813 0.315632 0.443596 0.619918 0.854135 0.953072 0.957874 0.721258
270 17269.6265159383 17308.8265159383 0.3318004442 0.3318004442 86.4570214686 39.2000000000 60.0000000000 0.526598 0.997371 0.401916 0.370647 0.618218 0.480574 0.160852 0.758256 0.905230 0.444017 0.243142 0.918235 0.715572 0.691463 0.929859
271 800.0000000000 910.6000000000 0.3318004442 0.3318004442 4.3072222222 110.6000000000 60.0000000000 0.930633 0.634373 0.559843 0.775172 0.474294 0.717877 0.805532 0.323193 0.867146 0.850931 0.352659 0.944080 0.993205 0.900140 0.969907
272 4165.6854249492 4227.0854249492 0.3318004442 0.3318004442 20.9989826803 61.4000000000 60.0000000000 0.697709 0.000214 0.132686 0.503351 0.570683 0.249470 0.302179 0.627749 0.995904 0.975703 0.955380 0.767267 0.927978 0.714343 0.365137
273 3600.0000000000 3695.4000000000 0.3318004442 0.3318004442 18.2650000000 95.4000000000 60.0000000000 0.986775 0.999707 0.720649 0.961305 0.566644 0.378306 0.584902 0.371441 0.713110 0.684670 0.445103 0.983437 0.242335 0.819742 0.936776
274 12000.0000000000 12076.3000000000 0.3318004442 0.3318004442 60.2119444444 76.3000000000 60.0000000000 0.754662 0.174110 0.182137 0.678999 0.077180 0.238319 0.176296 0.997984 0.682102 0.999273 0.996776 0.875693 0.790897 0.714605 0.864982
275 1200.0000000000 1319.3000000000 0.3318004442 0.3318004442 6.3313888889 119.3000000000 60.0000000000 0.709247 0.836349 0.835057 0.519579 0.045552 0.538629 0.906344 0.963153 0.990980 0.996217 0.546923 0.628294 0.999210 0.997783 0.875256
276 143279.3424557978 143339.4424557978 0.3318004442 0.3318004442 716.5636567234 60.1000000000 60.0000000000 0.744414 0.481435 0.435908 0.833444 0.023457 0.738604 0.505025 0.996116 0.611653 0.594357 0.272188 0.718770 0.918988 0.381109 0.856523
277 1.6266906108 50.5266906108 0.3318004442 0.3318004442 0.1358333333 48.9000000000 61.0000000000 0.284921 0.352240 0.898898 0.827656 0.156358 0.701020 0.301935 0.423580 0.581831 0.834705 0.661690 0.812402 0.995913 0.867886 0.629834
278 9024.4113381428 9042.5113381428 0.3318004442 0.3318004442 45.1723344685 18.1000000000 61.0000000000 0.982185 0.935505 0.406523 0.997213 0.224720 0.278740 0.859212 0.195180 0.367887 0.945186 0.299387 0.999719 0.975405 0.821217 0.961284
279 1864405.8189933109 1864405.8189933109 0.3318004442 0.3318004442 9322.0290949666 0.0000000000 61.0000000000 0.795243 0.739465 0.164049 0.814816 0.439889 0.646145 0.244656 0.049878 0.899431 0.015958 0.195710 0.981219 0.862780 0.977238 0.212179
280 0.1123445557 99.6123445557 0.3318004442 0.3318004442 0.2763888889 99.5000000000 62.0000000000 0.886595 0.997670 0.061651 0.761780 0.494008 0.997045 0.680795 0.013708 0.613686 0.442635 0.223426 0.890435 0.895005 0.999779 0.968045
281 5600.0000000000 5600.0000000000 0.3318004442 0.3318004442 28.0000000000 0.0000000000 62.0000000000 0.789864 0.843768 0.474736 0.683330 0.182002 0.428570 0.588490 0.154493 0.352952 0.585156 0.518263 0.997681 0.998144 0.855077 0.527127
282 9200.0000000000 9240.3000000000 0.3318004442 0.3318004442 46.1119444444 40.3000000000 62.0000000000 0.997841 0.698458 0.091633 0.352811 0.188905 0.435060 0.349872 0.040884 0.511164 0.675858 0.690941 0.995828 0.961501 0.543190 0.998827
283 24800.0000000000 24800.0000000000 0.3318004442 0.3318004442 124.0000000000 0.0000000000 62.0000000000 0.804806 0.989451 0.000657 0.304981 0.183057 0.548348 0.371664 0.440928 0.990723 0.373145 0.787720 0.907579 0.828523 0.478561 0.344443
284 14349.8305255393 14358.8305255393 0.3318004442 0.3318004442 71.7741526277 9.0000000000 62.0000000000 0.904520 0.704271 0.411121 0.646359 0.066849 0.396119 0.233224 0.270135 0.747936 0.710735 0.203158 0.989887 0.412677 0.751333 0.550042
285 3339098.1277792323 3339174.3277792325 0.3318004442 0.3318004442 16695.7023055628 76.2000000000 62.0000000000 0.956998 0.921747 0.598240 0.626369 0.018723 0.370324 0.033981 0.823073 0.981649 0.942097 0.328748 0.707942 0.999822 0.796017 0.999991
286 7200.0000000000 7251.9000000000 0.3318004442 0.3318004442 36.1441666667 51.9000000000 62.0000000000 0.999995 0.984575 0.109526 0.839119 0.238361 0.846029 0.847845 0.518084 0.389560 0.464886 0.610306 0.529571 0.966249 0.898710 0.618125
287 0.0851159266 138.0851159266 0.3318004442 0.3318004442 0.3833333333 138.0000000000 63.0000000000 0.989785 0.503920 0.538175 0.997604 0.105211 0.697108 0.593434 0.998432 0.949588 0.872447 0.064803 0.856199 0.695125 0.348055 0.998092
288 723310.4834493438 723310.4834493438 0.3318004442 0.3318004442 3616.5524172467 0.0000000000 63.0000000000 0.992189 0.546322 0.352386 0.408563 0.460078 0.302178 0.587581 0.204754 0.609369 0.003766 0.559635 0.983448 0.896435 0.736853 0.316755
289 1200.0000000000 1257.3000000000 0.3318004442 0.3318004442 6.1591666667 57.3000000000 63.0000000000 0.723264 0.388466 0.497626 0.997129 0.458436 0.999816 0.664310 0.417258 0.761530 0.955775 0.276876 0.998054 0.999154 0.936123 0.972868
290 0.2001745649 129.8001745649 0.3318004442 0.3318004442 0.3600000000 129.6000000000 64.0000000000 0.558076 0.988010 0.121297 0.993751 0.508094 0.926484 0.775233 0.150739 0.998814 0.911699 0.400184 0.891030 0.990354 0.952317 0.748085
291 6000.0000000000 6000.0000000000 0.3318004442 0.3318004442 30.0000000000 0.0000000000 64.0000000000 0.303450 0.685001 0.275541 0.392582 0.000126 0.299049 0.932512 0.411251 0.174514 0.167664 0.639503 0.788277 0.993912 0.999505 0.605842
292 0.1059370167 108.2059370167 0.3318004442 0.3318004442 0.3002777778 108.1000000000 65.0000000000 0.933709 0.999658 0.996859 0.770483 0.580156 0.979016 0.840512 0.608915 0.990970 0.994503 0.425299 0.766979 0.998271 0.897023 0.882793
293 0.1034152926 94.8034152926 0.3318004442 0.3318004442 0.2630555556 94.7000000000 66.0000000000 0.152395 0.845383 0.206321 0.478665 0.361299 0.701148 0.229003 0.143286 0.803759 0.592754 0.278880 0.929153 0.803919 0.935884 0.793259
294 11607.1405808975 11642.4405808975 0.3318004442 0.3318004442 58.1337584600 35.3000000000 66.0000000000 0.665328 0.950952 0.509774 0.321700 0.051403 0.693834 0.652136 0.704477 0.937715 0.407062 0.270061 0.643339 0.655973 0.822527 0.688143
295 9108.1318457076 9194.8318457076 0.3318004442 0.3318004442 45.7814925619 86.7000000000 66.0000000000 0.855625 0.722060 0.681055 0.999391 0.454637 0.571472 0.281028 0.865177 0.939642 0.868008 0.453052 0.982026 0.692846 0.514295 0.821325
296 1697.0562748477 1843.3562748477 0.3318004442 0.3318004442 8.8916702631 146.3000000000 66.0000000000 0.341926 0.851858 0.254372 0.987335 0.947386 0.985646 0.075459 0.210460 0.800919 0.414192 0.802298 0.682310 0.822064 0.985253 0.924936
297 2800.0000000000 2904.9000000000 0.3318004442 0.3318004442 14.2913888889 104.9000000000 66.0000000000 0.608226 0.885984 0.000613 0.951184 0.547324 0.971356 0.082228 0.979340 0.958661 0.819577 0.452998 0.999913 0.896190 0.768345 0.765723
298 14800.0000000000 14846.3000000000 0.3318004442 0.3318004442 74.1286111111 46.3000000000 66.0000000000 0.551509 0.461060 0.546636 0.713204 0.438473 0.817091 0.841834 0.070175 0.450990 0.684072 0.673819 0.849519 0.822752 0.744214 0.915683
299 4308.1318457076 4377.5318457076 0.3318004442 0.3318004442 21.7334370063 69.4000000000 66.0000000000 0.927854 0.983112 0.358202 0.600000 0.532959 0.987714 0.078327 0.001200 0.939685 0.651259 0.005300 0.932870 0.878590 0.830227 0.996113
300 7249736.1924576052 7249767.0924576055 0.3318004442 0.3318004442 36248.7667956214 30.9000000000 66.0000000000 0.661088 0.806801 0.199916 0.995633 0.029011 0.863971 0.277361 0.992683 0.558126 0.769823 0.099765 0.821123 0.949309 0.661050 0.632540
301 9600.0000000000 9673.6000000000 0.3318004442 0.3318004442 48.2044444444 73.6000000000 66.0000000000 0.674712 0.767013 0.504397 0.998245 0.492030 0.948929 0.604194 0.000882 0.992415 0.999006 0.654257 0.997524 0.832780 0.951904 0.703810
302 2336.6477011855 2397.7477011855 0.3318004442 0.3318004442 11.8529607281 61.1000000000 66.0000000000 0.008321 0.947815 0.373388 0.987022 0.796914 0.551324 0.077628 0.203970 0.964924 0.621167 0.210828 0.817479 0.998831 0.599293 0.528928
303 51258.9807507279 51258.9807507279 0.3318004442 0.3318004442 256.2949037536 0.0000000000 66.0000000000 0.008321 0.957841 0.221084 0.995404 0.920900 0.985542 0.594198 0.478023 0.157769 0.169187 0.166296 0.765958 0.735440 0.802185 0.121118
304 24800.0000000000 24800.0000000000 0.3318004442 0.3318004442 124.0000000000 0.0000000000 66.0000000000 0.829713 0.239294 0.943449 0.604558 0.648320 0.963108 0.559609 0.005791 0.328007 0.881420 0.969412 0.402195 0.582226 0.603255 0.812668
305 19834.8132579692 19835.4132579692 0.3318004442 0.3318004442 99.1757329565 0.6000000000 66.0000000000 0.289358 0.345290 0.145962 0.058892 0.332168 0.703575 0.414506 0.510880 0.966716 0.587312 0.344844 0.999729 0.935276 0.932427 0.579835
306 1264.9110640674 1401.7110640674 0.3318004442 0.3318004442 6.7045553203 136.8000000000 66.0000000000 0.975837 0.956815 0.393636 0.990681 0.776318 0.401001 0.947459 0.216355 0.785995 0.937716 0.054327 0.772699 0.608276 0.917646 0.949090
307 3417.6014981270 3516.4014981270 0.3318004442 0.3318004442 17.3624519351 98.8000000000 66.0000000000 0.001638 0.892088 0.549329 0.830823 0.656787 0.898794 0.280371 0.869988 0.607870 0.905733 0.289429 0.998436 0.886769 0.999374 0.678950
308 7200.0000000000 7269.6000000000 0.3318004442 0.3318004442 36.1933333333 69.6000000000 66.0000000000 0.919762 0.520425 0.388134 0.377284 0.005300 0.733498 0.349344 0.734190 0.982744 0.768591 0.625795 0.929829 0.976493 0.921784 0.949218
309 19200.0000000000 19200.0000000000 0.3318004442 0.3318004442 96.0000000000 0.0000000000 66.0000000000 0.853849 0.682510 0.176231 0.955839 0.409060 0.999349 0.010777 0.151293 0.833346 0.957808 0.739201 0.626905 0.717247 0.968219 0.457322
310 1600.0000000000 1734.1000000000 0.3318004442 0.3318004442 8.3725000000 134.1000000000 66.0000000000 0.286547 0.391525 0.364660 0.950327 0.765254 0.717544 0.077446 0.115511 0.757955 0.642986 0.367712 0.997821 0.826317 0.846687 0.848094
311 19520.7476472262 19520.7476472262 0.3318004442 0.3318004442 97.6037382361 0.0000000000 66.0000000000 0.020888 0.310983 0.468494 0.654346 0.490475 0.954199 0.255232 0.173685 0.811321 0.836521 0.336578 0.987966 0.995827 0.460752 0.553635
312 0.3217870554 128.1217870554 0.3318004442 0.3318004442 0.3550000000 127.8000000000 67.0000000000 0.253389 0.970215 0.651981 0.537910 0.598046 0.994540 0.962229 0.148118 0.754501 0.850671 0.414296 0.794412 0.936396 0.813033 0.870833
313 13531.3708498985 13537.7708498985 0.3318004442 0.3318004442 67.6746320273 6.4000000000 67.0000000000 0.329816 0.789300 0.341357 0.860020 0.384515 0.669411 0.612978 0.070400 0.447160 0.589985 0.952020 0.564148 0.264212 0.923183 0.110398
314 0.1922274310 142.2922274310 0.3318004442 0.3318004442 0.3947222222 142.1000000000 68.0000000000 0.349384 0.968973 0.017848 0.964165 0.747607 0.303905 0.998501 0.351038 0.986508 0.814034 0.999361 0.940173 0.814391 0.893290 0.895085
315 12874.6949917071 12979.4949917071 0.3318004442 0.3318004442 64.6645860696 104.8000000000 68.0000000000 0.914351 0.155520 0.878446 0.500736 0.779149 0.109913 0.825712 0.501721 0.851985 0.972597 0.359509 0.744189 0.652448 0.939013 0.988467
